# Data of rainfall (mm/day) and pollutant concentration (mg/L) from a well.
day,rainfall,concentration
114,4.020372587598545,5.128266797952566
115,1.1445783217623977,5.122156784413448
116,5.572096254961,5.112321942469246
117,5.624846204079548,5.100265190322792
118,12.250381566186867,5.121680053269583
119,4.605825512666968,5.100182653722147
120,3.111919554129962,5.1230345684803185
121,0.0,5.105047621168272
122,0.0,5.112246621541437
123,9.008038703326164,5.093208660026112
124,2.111182544979017,5.111972405037372
125,0.0,5.095314180923826
126,0.0,5.107073645610429
127,0.0,5.106987257296825
128,2.3914342618185334,5.096815537787909
129,0.0,5.098052157427558
130,2.933563018390349,5.096622650136672
131,0.0,5.086845465610667
132,6.131604781600169,5.103770749026419
133,1.8381560477471872,5.093868419163215
134,0.0,5.1048648072584974
135,2.321566426490296,5.085422864407434
136,0.0,5.0928207352156925
137,2.0588039227876846,5.082153507482646
138,0.0,5.089464300507832
139,0.0,5.095392767887633
140,7.9334104201650515,5.0883103384804
141,2.928176665964829,5.0829489613061165
142,0.0,5.06943415013285
143,0.0,5.074801872237259
144,0.0,5.05894336295537
145,1.1406172450391376,5.046781536101978
146,0.0,5.066109958908341
147,0.0,5.058475199304369
148,5.462292836423024,5.057676764150868
149,3.34392845030609,5.056669147466358
150,1.6807616924174944,5.063198460975309
151,3.17157618218686,5.058598289441491
152,0.0,5.044107845500575
153,4.526473968653772,5.040337490434325
154,0.4383935386262723,5.044702142121385
155,3.231635812018305,5.034804631149628
156,0.0,5.0230665189336134
157,0.0,5.044966454274881
158,0.0,5.029138425483612
159,0.0,5.024401108216402
160,0.0,5.052366837226368
161,0.0,5.0378398351257525
162,6.865312189030936,5.030133230278312
163,0.0,5.031981009905829
164,7.154422168404321,5.024577490134356
165,0.0,5.020124709912721
166,0.2719261150211923,5.055530625388765
167,0.0,5.047623281172028
168,0.0,5.03607154627503
169,0.0,5.039040406185157
170,0.0024287556903542,5.042351423404344
171,0.0,5.041382098772436
172,0.0,5.053335807098179
173,0.0,5.0521428966304365
174,4.94692674301101,5.059687718657563
175,0.0,5.05873120146656
176,1.039742408960362,5.0443083663772565
177,8.025077503447763,5.045849230518643
178,0.0,5.053814666558453
179,3.9756379315795214,5.04296569010896
180,1.3023191231271098,5.048066111818316
181,1.271613851091537,5.052782161971097
182,0.6575116420038847,5.057554940191649
183,3.0934074525202555,5.064880876983015
184,6.154753165406534,5.059329219165545
185,0.0425803280925474,5.029474364567092
186,0.0,5.073676102444571
187,1.5043373451627875,5.051936496716887
188,0.0,5.048596442785633
189,4.757431471122873,5.0743994763315365
190,0.6627450829505992,5.051796502506228
191,0.2842787697951763,5.053577446085372
192,0.0,5.063843788170382
193,2.1890455136305653,5.040980059355486
194,0.1503435683279342,5.025116809010061
195,0.0,5.045795049227014
196,8.17359082220505,5.053975449570315
197,0.0,5.042007461294462
198,0.0,5.030904850352678
199,0.5397924659321106,5.039043117146457
200,2.866628640231581,5.030657876690669
201,1.345739151375415,5.017037260643922
202,0.4707189710279686,5.047305958847262
203,8.144726842394372,5.04101636053171
204,0.0,5.036088539659443
205,0.0,5.04070584191191
206,3.123668576511917,5.023265971709131
207,1.7866432059976398,5.0378552772039935
208,0.0,5.033908152740417
209,0.0,5.025596312392158
210,0.0,5.022734128529165
211,7.082600041422732,5.026392997157395
212,0.0,5.010506765664684
213,1.159632178847647,5.04738073821366
214,4.153136417626773,5.04499628831979
215,0.0,5.055886933990141
216,3.759137863597111,5.0150257671190825
217,0.0,5.01672859450991
218,0.0,4.9985966166222155
219,3.42404542289647,5.016243858864247
220,1.3919252049292488,5.0340918121140295
221,0.0,5.020405726527928
222,0.590001669516588,5.022254209288568
223,2.316495615574429,5.016451793309163
224,5.331986635443525,5.020207037717809
225,1.85035848684715,5.02411207648128
226,6.361431510230882,5.02038355537272
227,4.057907093665687,5.03050590736572
228,0.0,5.036375917860392
229,1.042078099213029,5.034121828222814
230,0.8138548780804828,5.025241813373796
231,5.7852400204089465,5.038046871587178
232,1.2820856115204686,5.021684744657643
233,2.538987161700053,5.030727669998643
234,0.0,5.023254035238792
235,0.0,5.028289698910554
236,1.3625926429276,5.017317726205223
237,0.0,5.03715336014536
238,0.0,5.034286285040844
239,5.121635593248233,5.024857200167227
240,2.4295039036321864,5.027766027869191
241,5.53278773278399,5.0185570569363005
242,4.440926238574681,5.045460529247849
243,0.0,5.025469474908523
244,6.856081023109694,5.0430575957509225
245,0.896071856538342,5.036516754422354
246,3.029913102623437,5.039776518372197
247,0.0,5.054876897947711
248,0.0,5.023283271091487
249,0.0,5.030774119578917
250,4.150007061541055,5.054903096293583
251,3.0395288025564584,5.049904842728328
252,0.0,5.042053859679768
253,6.906829865502903,5.039998038711474
254,7.724783849593108,5.0566434903634825
255,0.0,5.056291181575519
256,0.0,5.020121619442064
257,0.0,5.041208510656529
258,9.279827460596197,5.0497735961146075
259,3.0573108491624885,5.02171816341588
260,0.0,5.022591896464175
261,0.3246813643195874,5.03926344615822
262,3.2611509632782947,5.0328152083652675
263,3.2987443744344387,5.034902086782632
264,2.606606903257324,5.019411577769163
265,0.6315897754308408,5.028961543303366
266,0.1560971700743927,5.0752012619324365
267,1.408992356665609,5.035500291947742
268,1.7516682883745576,5.039583509618694
269,0.0,5.042288274589527
270,0.0,5.035758559847121
271,3.709190773156111,5.026750063009939
272,4.779062611443882,5.023815233082401
273,2.054926011342514,5.028303803343033
274,10.990181660057498,5.062024454854817
275,0.0,5.039485198461052
276,0.0,5.0343150125896186
277,0.0,5.051675682513769
278,4.365132285391909,5.045002154489125
279,4.736074194975376,5.045449131911895
280,2.684153562187296,5.034619265368906
281,4.405102345865602,5.032182888582408
282,3.2583377295557945,5.016069506611326
283,0.0,5.036095167844792
284,1.2049547925702149,5.0286739700333785
285,0.0886755213565542,5.034830438443409
286,5.5212675583537365,5.05199805904825
287,1.104195126022416,5.039625352439412
288,0.0,5.044924238684069
289,10.3702929067032,5.0332332967295335
290,5.755459083290612,5.027771986762654
291,0.0,5.042226945624524
292,5.953874524187395,5.062723253186106
293,3.592834844487492,5.040261184500398
294,6.162094745124175,5.052214583315607
295,4.763832156978191,5.069908276686016
296,7.598240708513611,5.0471253649605154
297,4.263061082590245,5.059599176195498
298,0.8805101994557805,5.054296348483745
299,1.1863424971229866,5.06377652954783
300,7.14711439572217,5.035001605396419
301,8.44093035442695,5.066372787520577
302,0.5221512180445402,5.046796818673038
303,5.923431747882113,5.038532624918366
304,11.370594451299633,5.038465107094355
305,10.254231530798334,5.043382619149383
306,0.0,5.062279811625995
307,1.128136174980181,5.030549395528013
308,4.562374282356847,5.061403938602958
309,4.382384197707511,5.038749108665392
310,6.666869229811102,5.047416749978722
311,7.792234815464605,5.0710345344136964
312,8.02720449443278,5.052114120862977
313,5.802235400639854,5.0654329706244985
314,9.439866214354511,5.047151262498097
315,0.2479695370280419,5.050074409429715
316,2.7223083572131626,5.057172356829705
317,9.194649512495785,5.044981492883005
318,7.321215173343381,5.054783810727321
319,3.281524423339496,5.033209867128515
320,4.150523107820919,5.038878620332954
321,5.753620694401072,5.049092304513791
322,15.666066817935338,5.047801378622916
323,6.043427032238993,5.047324324417534
324,12.568971355336718,5.048189787850103
325,4.4043768300254085,5.0594909145262035
326,0.0,5.029343741829458
327,7.896169055146344,5.0547731963250815
328,4.740303504090591,5.053938168886534
329,8.969031109663002,5.044287857996289
330,9.813796599270455,5.056946489062774
331,2.655805806516396,5.048736884695033
332,12.31879641818228,5.046224613957412
333,7.922011202308045,5.052291493567184
334,1.921587891174357,5.051595283302825
335,3.72962363267396,5.057987419692642
336,4.857285988156987,5.043398998541691
337,2.9068675853684334,5.048271672534637
338,2.304874913516169,5.064422514983312
339,4.028725669927793,5.078450537649492
340,0.0,5.065999803905713
341,6.770986951327977,5.066228742505257
342,7.253879829988984,5.056732031117336
343,4.960667107806886,5.075030458074046
344,9.098975373472005,5.064289712578171
345,7.62663089934345,5.065127578716243
346,11.367543140526816,5.067964506945595
347,2.201563776757157,5.090581386132116
348,11.31579833588122,5.088649698135117
349,8.388224495092722,5.067085406068446
350,5.055433277791746,5.069276369182801
351,5.522562658039078,5.0741776592373675
352,9.735162033804553,5.055433943834603
353,2.903377313453378,5.086355258773066
354,9.07418297148816,5.0930556129099855
355,9.445953791450837,5.085342827218024
356,8.650040539600267,5.0953266879235635
357,5.319353431646795,5.084547247581633
358,10.585316793029296,5.106034197747268
359,7.757667769485288,5.087709048828848
360,2.5597451353950404,5.096891025881454
361,15.528899616418832,5.103570636431966
362,2.5433534946181866,5.101482488881658
363,4.81213824728012,5.10290017352476
364,2.171989969015488,5.105184004079291
365,0.6586162288518427,5.093076108155714
366,8.831635175555384,5.085395684087399
367,1.9172176451669565,5.111103540596414
368,4.209700896521335,5.0877753762200335
369,9.969851193196398,5.119517153672151
370,1.2798270503502938,5.128418997198956
371,0.0,5.140071831910331
372,6.002466126837269,5.120027942173394
373,14.737276065496475,5.118970496603289
374,2.364876924249995,5.109472122376847
375,4.595492370485523,5.114663812327578
376,10.07033662745389,5.133564192826304
377,0.0,5.132019885105232
378,0.0,5.095243550901188
379,1.8738415992451056,5.130814053792696
380,11.953019949642652,5.139460765332764
381,8.462244808632253,5.1256181239961425
382,4.417762020565203,5.1263210533408605
383,2.303662644806845,5.1184759980087975
384,4.726945562481616,5.138219326870933
385,3.0752266632634715,5.141966435793875
386,5.473502991805518,5.114968764476932
387,8.578536229136631,5.118537755680388
388,10.737800909411426,5.12408116346942
389,7.735382987818967,5.111627815287565
390,4.737395803119377,5.106939333200872
391,6.154789664257526,5.101071295468606
392,8.407092360126393,5.106183953620021
393,12.564792772390977,5.137001392231174
394,10.821648787897258,5.115345581277792
395,13.798771684161682,5.118807622966159
396,4.474546414928067,5.136394235177846
397,4.24864968713664,5.129621304688589
398,1.487459823651677,5.13365049587434
399,3.8409804291782064,5.134244674558658
400,7.242425537833272,5.117643744510259
401,0.7629843223879904,5.137405727919485
402,6.726263615546773,5.131893827209369
403,5.627412247587702,5.135460470749147
404,13.55557084608621,5.128743620535001
405,8.969057750824012,5.117143317718774
406,2.638205506606397,5.139419437248442
407,11.070421072011904,5.138059000894018
408,6.073719981591203,5.143769088212807
409,7.176008617404681,5.138217018933366
410,4.560834657901436,5.142763520134848
411,7.544032495004263,5.132048729841229
412,4.515977222384204,5.123987643466658
413,9.20171879375265,5.1340183494502245
414,0.0,5.128617752397932
415,6.926788680138095,5.147093718635051
416,10.374552677159652,5.121273222985239
417,14.213159988110984,5.1231806908184625
418,9.418426925932176,5.1250545873443185
419,7.913344343089191,5.143754157875944
420,0.0,5.1262997053271855
421,0.5132538805495521,5.14600765297471
422,4.998456392230221,5.128642369010479
423,9.057836585755744,5.1315401421307545
424,1.5599639454079743,5.14162054741229
425,1.4337153064611576,5.117213966936143
426,0.0,5.105237687281274
427,5.910866529132218,5.129236488119237
428,0.7868962291786055,5.1362429514675885
429,9.037553470582097,5.1115636271692235
430,7.089420684998282,5.121681076186355
431,2.4320129848099303,5.083897090606115
432,0.0,5.118707899975364
433,6.598370799698916,5.11177546763643
434,6.772145844455357,5.110344966836473
435,3.901177327363657,5.101030509978853
436,6.619122265091091,5.098186390491196
437,5.8736339511130335,5.094952404329112
438,8.886612964686197,5.077623324232667
439,4.306962879986593,5.107199844304624
440,3.804848783549311,5.0930200348498165
441,5.911372601873015,5.124898693048911
442,0.0,5.1247773808666235
443,8.198912288716537,5.1135907250732195
444,5.329709465097427,5.134559749377042
445,0.0,5.129551687322401
446,3.603882682338506,5.117768953744493
447,14.319511458073958,5.121367073352797
448,0.0,5.12416867556737
449,0.27429477530834,5.121076667032428
450,0.0,5.123626184590189
451,4.980394936247166,5.122339090948896
452,4.118303131540142,5.122288445456071
453,9.174051867003628,5.116016101198468
454,7.116395341294664,5.142899008434007
455,0.698645816516148,5.150935871077936
456,6.546024555322325,5.149627278788113
457,0.1661395066176454,5.138488253257706
458,4.035172664441953,5.112394021465301
459,0.0,5.131374935567528
460,8.178072194457556,5.136954362160135
461,0.0,5.140654352837985
462,0.0,5.145168742225064
463,5.888162380429325,5.153593989125185
464,5.203737276372975,5.166227680727044
465,5.693844594585586,5.147147745695879
466,0.6862941705032974,5.137128866434002
467,4.698868989003175,5.143427079369976
468,0.0,5.120042542391216
469,2.901231266909935,5.139679041672205
470,1.5555129251273945,5.136091845352303
471,0.0,5.139139814534733
472,0.0,5.103556203159239
473,9.791811035118576,5.105414257696083
474,0.0,5.1103152060052714
475,0.0,5.092143855759721
476,4.234438467699059,5.105286024483691
477,5.857044645986982,5.110034974015289
478,3.76707543169334,5.124850627001753
479,6.801794063329067,5.133870904025912
480,4.184383267684042,5.112415165034462
481,7.380620644233115,5.111658436520956
482,0.0,5.1342275301477525
483,1.9383805030599253,5.1170578091865515
484,2.813849111388616,5.105488124294615
485,8.456249255628782,5.116116770578011
486,0.0,5.114116381377443
487,2.150738318409443,5.095018177484135
488,0.0,5.116632122624967
489,1.2123713998677794,5.1067752284867645
490,4.105551538012646,5.114893210784604
491,10.209978025271363,5.090138230238767
492,0.0,5.0847880969176
493,0.0,5.102752887821872
494,0.0,5.087148221463752
495,2.3138104965701527,5.082664663252174
496,0.0,5.082300868792122
497,1.5874806914503752,5.077682548953013
498,0.0,5.090269007473223
499,0.317282626682677,5.101647631308257
500,0.0,5.07801187922234
501,4.489438599981169,5.105605936451165
502,0.0,5.101954213910788
503,0.0,5.086722199235667
504,6.757727474186207,5.086550463398122
505,0.0,5.093316769336498
506,0.0,5.097792871444816
507,5.038692018362777,5.089949422086726
508,0.0,5.07626773749535
509,1.3379551759867692,5.085152231310346
510,0.0,5.074000985869159
511,0.0,5.085273046347228
512,0.0,5.093641809430197
513,0.0,5.082290082604599
514,0.9692959261770508,5.073658805681755
515,0.0,5.0735365119724465
516,0.0,5.073780232614146
517,0.0,5.064562683074709
518,5.88212490468508,5.053743957531114
519,4.229280522880398,5.0814585410023145
520,7.424778758843832,5.075158167978492
521,4.001416841823947,5.078915487702023
522,4.614518091006713,5.058232537206298
523,2.0949979924958746,5.06889806859193
524,4.229673448266761,5.079016473607504
525,0.0,5.077526868372837
526,0.0,5.059351872822421
527,0.0,5.063031342769601
528,3.111073652934391,5.060930108766669
529,0.0,5.079174841281944
530,0.0,5.081349056804926
531,0.9527422484320106,5.070311543268732
532,0.0,5.064999660081109
533,0.6101069729570759,5.077700826191959
534,0.0,5.0662264430794375
535,0.0,5.067383070934604
536,1.1100880680673268,5.044320452453995
537,0.0,5.0637778575127275
538,2.884243994607297,5.064997481692259
539,0.8826141242727978,5.064913512807656
540,0.0,5.076458102563136
541,1.758811424547179,5.07292064176142
542,0.0,5.057961651152997
543,1.412379242454211,5.067697343190164
544,3.4743208748024097,5.075062973279616
545,3.319211942273821,5.065728814704437
546,1.267454011707549,5.041213513491933
547,1.4688866432311822,5.052294831425
548,0.2052105276366208,5.041325236929588
549,0.0,5.07528003680917
550,0.0,5.0512292186437096
551,0.920409578661006,5.060893317538202
552,0.0,5.034384606897546
553,2.9710778364508625,5.03988361955046
554,0.0,5.054322915134059
555,2.439548747296453,5.05264053252348
556,3.857516588871756,5.041158745023458
557,0.0,5.0482491956926
558,0.0,5.05108663290892
559,0.0,5.044977773068871
560,0.0,5.018915925063709
561,1.981737705153638,5.030198623449426
562,3.7184156337522234,5.029280839911644
563,3.201928437622296,5.031130095335762
564,0.0,5.02451681423409
565,0.0,5.037228106258396
566,7.198626967567961,5.032229827733337
567,2.8822056148938318,5.027906455624923
568,0.6523549535947775,5.037375353086676
569,0.9918625767954888,5.026205891717428
570,0.0,5.042758546393201
571,0.0,5.0247919924010445
572,0.0,5.039015638563629
573,0.3509665816929073,5.01069180776841
574,0.0,5.047492646313947
575,1.5404520006427238,5.042013009960492
576,0.0,5.035119809586649
577,0.0,5.0373653397497575
578,0.0,5.037039497840767
579,0.3992572356014787,5.027097902175428
580,0.0,5.043409883042828
581,2.6874002842893496,5.040524152926469
582,4.961523774612351,5.039720508000189
583,0.0,5.037320131868006
584,1.1571020790154505,5.024281739003307
585,0.6017908205386329,5.0368561781691765
586,0.0,5.033044990854444
587,0.6630006128334198,5.024197874473048
588,4.8312739460532725,5.043261826631835
589,0.0,5.027038840468492
590,0.0,5.012993412885668
591,0.0,5.0220679994274375
592,2.513357438282973,5.049760679825235
593,4.202177139702019,5.024670341806374
594,4.994379828841884,5.036916090380802
595,0.0,5.043365614416718
596,4.904850823196632,5.029298467303417
597,0.9219078915719932,5.031430448514467
598,7.860577423324228,5.03352664241256
599,4.648529479289677,5.004555711538019
600,0.1603159013141626,5.0086151803215015
601,2.633551329589386,5.001786842185966
602,1.633862736968831,5.015561810443888
603,5.758088731837519,5.032035792145191
604,1.9215880842098063,5.0252855187886025
605,0.6685999116191529,5.031284135716278
606,5.049301649001695,5.028530587813301
607,0.0,5.017971200503791
608,1.2234867052347431,5.028873886921957
609,0.0,5.031274087564285
610,0.0,5.028175730989986
611,0.0,5.017372468673014
612,0.0,5.00701792753951
613,5.2270380271075805,5.026467164662896
614,7.155527097412021,5.0346919976256395
615,6.130172142581492,5.033791935996383
616,3.0069287107551363,5.020237977898377
617,0.0,5.018473488362712
618,2.799606012590689,5.040444925778455
619,2.4065361265230445,5.01225557091942
620,0.0,5.01411937818639
621,1.1826294774334332,5.02860754139586
622,0.0,5.0352971257860935
623,0.2174737925516714,5.027915580962227
624,1.4094493638623058,5.011323950339744
625,3.4285211292284545,5.025498682647131
626,0.0,5.022432085076914
627,0.0,5.0198179660928055
628,1.9744899980486528,5.018699441475435
629,3.925561156369304,5.027773093975956
630,0.0,5.032856844778745
631,0.0,5.016150265693397
632,7.906435815973538,5.009036134066988
633,4.032208058733166,5.021260160407888
634,3.314928489349782,5.03820253886739
635,1.3260506990478045,5.022998280423977
636,5.446691815930457,5.018069263342661
637,6.715962417587374,5.035134453452837
638,8.299432220809928,5.028878728689078
639,10.406948800670122,5.020527575258685
640,2.820049575629628,5.017826737883989
641,0.0,5.023739963505358
642,7.068483220093155,5.03613731524498
643,2.886195405716122,5.0127292258796565
644,1.3448278542950525,5.033133256647366
645,6.654730547926965,5.032864908926748
646,0.5467523277012796,5.024606380943494
647,6.61861435526351,5.046985586835427
648,0.0,5.0066338735829135
649,0.0,5.030701017354477
650,4.038923678442938,5.030866803156422
651,0.7460330404490807,5.04390898579136
652,6.588717592112685,5.034834614555711
653,0.0,5.050520588633135
654,0.0,5.0335181820050945
655,5.332929961638872,5.054854531290493
656,1.3698975780073797,5.040189365696718
657,4.652966579235225,5.036012288284511
658,9.041310219307258,5.037262205284815
659,1.7073446465054567,5.028783468778356
660,7.982709009673728,5.0535210670709905
661,0.0,5.053247741985901
662,0.0,5.054681370845529
663,8.234529903967896,5.048821994598329
664,2.466077706590514,5.060732121665978
665,3.430570122171742,5.055250062088644
666,6.773402709709431,5.048009978600037
667,0.0,5.061154104626779
668,4.802883859017052,5.051133309424643
669,4.086295637401687,5.05175743105232
670,11.368618441327715,5.060245774585236
671,6.429319399444772,5.046688300429125
672,3.6047354761266863,5.04188438814085
673,8.014257231918265,5.041938608711737
674,3.948504823091992,5.046227496146001
675,7.053286759195277,5.049834126635371
676,10.694257497222182,5.037732166890308
677,4.691960137227007,5.03727148330518
678,3.425186737066125,5.057450373576858
679,5.367321090810206,5.056400184844117
680,5.522624987867832,5.056136030588354
681,5.982823792864493,5.032460926058116
682,2.5070750138034823,5.042488002015559
683,0.0,5.0463075307918155
684,2.7520785948223274,5.055339096914837
685,11.99078279703506,5.045941011310136
686,3.2682367669584407,5.041192654611251
687,7.90320299572272,5.060091851734386
688,6.833202752945777,5.042213844450676
689,4.228805261577611,5.083015662438084
690,7.176127780290386,5.070789866782815
691,2.561704783383899,5.046343647000285
692,9.713738776738737,5.072039883766006
693,0.0,5.06201465515799
694,2.3373211074661118,5.063255879736966
695,5.340811250910841,5.041143043284697
696,4.741506254069285,5.057617303545477
697,13.797920807067417,5.0676043819067
698,10.469000866676687,5.068894658622105
699,0.0,5.061667483560219
700,4.665352989311731,5.0453652594265
701,7.323565691020704,5.05031327205205
702,9.509014521756452,5.0772697235153395
703,11.35985011127495,5.061176998853133
704,4.767702870606921,5.0625324356862915
705,2.750891118540049,5.083015029215656
706,3.6274950597910314,5.0725611555519885
707,2.6688217329748483,5.075582307870216
708,10.34542148941615,5.0781452216788505
709,0.0,5.077027876481616
710,0.0,5.065586302791852
711,9.556313799559518,5.063473698281121
712,3.8243059564763313,5.087267752627964
713,4.807237249977198,5.087407532592059
714,3.5139209320529554,5.080956969471934
715,2.1180823068523944,5.067029141424126
716,8.76442105172696,5.062727629693246
717,8.01103106397986,5.076702874129361
718,11.591542159457768,5.094074446746656
719,13.156627650726184,5.071531083517068
720,8.301831946140279,5.060051283160049
721,2.78726792579504,5.071047096365197
722,4.959748782705583,5.07610010144133
723,10.199840631436508,5.093430255543321
724,3.673926812886752,5.074618779628866
725,11.780191628523903,5.097183369775403
726,10.953713947049923,5.084842465904342
727,17.79753838609212,5.107802969293906
728,0.0,5.096887869873633
729,7.672452364942393,5.093029071752423
